STATION,NAME,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00093129,"CEDAR CITY AIRPORT, UT US",2023,8.1,645,645,80,31,,,2,162,15,168,38,-4,,,0.67,102,31,27,21,13,13,29,27,14,14,14,6335,6335,10.75,,50.2,64.3,36.2,180,190,47,63.1
USW00093129,"CEDAR CITY AIRPORT, UT US",2024,8.3,1100,1100,66,25,,,0,153,6,174,78,0,,,0.94,103,32,27,19,19,13,32,26,22,14,14,5459,5459,8.08,,53.4,67.9,38.9,190,210,48.1,65.1
USW00093129,"CEDAR CITY AIRPORT, UT US",2025,,774,774,59,29,,,0,137,1,175,52,0,,,1.18,98,32,28,24,17,13,28,26,23,17,15,5194,5194,10.5,,53.3,68,38.6,,,,
USC00421759,"COTTONWOOD WEIR, UT US",2022,,1555,1555,95,52,50,25,0,128,20,161,68,7,16,8,0.87,101,31,25,23,20,13,31,24,24,19,15,5393,5393,20.96,63.8,53.6,63.9,43.4,,,,
USC00421759,"COTTONWOOD WEIR, UT US",2023,,1112,1112,108,63,95,28,0,116,25,162,40,1,20,15,1.51,100,32,28,22,19,16,32,23,23,20,14,5530,5530,27.22,114.4,53.6,63.5,43.7,,,,
USC00421759,"COTTONWOOD WEIR, UT US",2024,,1296,1296,87,52,38,15,0,107,6,168,59,12,9,6,1.06,101,32,25,22,20,15,28,28,22,20,12,5119,5119,22.02,45.9,54.5,65.6,43.4,,,,
USC00421759,"COTTONWOOD WEIR, UT US",2025,,1433,1433,71,35,51,14,0,85,14,172,66,8,11,11,1.79,99,31,21,21,19,,32,28,23,15,15,5023,5023,19.59,56.9,56.1,66.8,45.4,,,,
USS0013M07S,"GARDNER PEAK, UT US",2022,,191,191,52,52,168,,0,151,23,94,0,4,41,,2.2,85,29,22,22,19,15,30,23,23,16,16,6653,6653,19.27,,46.5,55.8,37.3,,,,
USS0013M07S,"GARDNER PEAK, UT US",2023,,159,159,92,92,171,,0,143,27,58,0,4,65,,2.1,87,31,20,20,18,13,32,23,23,19,13,7545,7545,34.85,,45.3,54,36.6,,,,
USS0013M07S,"GARDNER PEAK, UT US",2024,,289,289,77,77,184,,0,144,15,108,0,9,42,,1.4,88,32,27,24,19,16,31,24,24,18,16,6723,6723,20.55,,48.2,57.2,39.1,,,,
USS0013M07S,"GARDNER PEAK, UT US",2025,,210,210,55,55,136,,0,105,13,86,0,9,19,,3.3,86,29,26,21,20,,32,23,23,16,15,6251,6251,23.78,,48.6,57.3,40,,,,
USC00420788,"BLUFF, UT US",2022,,1620,1620,47,25,0,3,0,141,0,202,97,5,0,4.5,0.62,105,27,27,22,18,16,29,26,24,17,16,4742,4742,8.04,8.1,55.9,71.6,40.1,,,,
USC00420788,"BLUFF, UT US",2023,,1340,1340,48,24,3,3,0,138,0,199,78,2,2,3.4,0.63,105,30,18,18,18,16,27,27,22,11,11,4926,4926,6.56,8,55.5,70.7,40.2,,,,
USC00420788,"BLUFF, UT US",2024,,1630,1630,44,19,1,2,0,123,1,199,101,8,1,1.4,1.08,104,29,28,23,20,16,31,27,23,17,15,4453,4453,6.19,3.2,57.2,72.6,41.8,,,,
USC00420788,"BLUFF, UT US",2025,,1594,1594,39,19,0,0,1,126,1,191,96,0,0,0.4,0.84,104,29,28,24,20,15,29,25,23,10,10,4611,4611,6.82,0.4,57.6,73.3,41.9,,,,
USC00429595,"WOODRUFF, UT US",2022,,229,229,48,35,,10,54,237,57,132,16,-25,,10,1.14,95,27,27,24,16,16,31,28,22,17,15,8585,8585,9.81,36.9,40.2,57.1,23.2,,,,
USC00429595,"WOODRUFF, UT US",2023,,131,131,53,36,116,13,46,219,69,138,11,-28,34,15,0.95,95,22,22,22,19,10,30,27,23,20,13,9588,9588,11.1,53.2,39.8,54.9,24.7,,,,
USC00429595,"WOODRUFF, UT US",2024,,,,44,30,100,16,,,,,,,11,6,0.75,,,,,,,,,,,,,,8.69,38.4,,,,,,,
USC00429595,"WOODRUFF, UT US",2025,,63,63,50,28,48,7,28,209,35,143,13,-23,6,6.5,0.7,96,29,28,19,19,15,30,25,24,19,16,8005,8005,9.34,20.2,43.8,60.1,27.5,,,,
USS0011H07S,"GARDEN CITY SUMMIT, UT US",2022,,43,43,80,80,208,,33,244,88,94,1,-13,52,,1.6,90,27,27,24,20,15,28,28,23,19,15,9796,9796,25.87,,37.3,50.8,23.8,,,,
USS0011H07S,"GARDEN CITY SUMMIT, UT US",2023,,,,118,118,220,,,,,,,,101,,1.2,,,,,,,,,,,,,,34.64,,,,,,,,
USS0011H07S,"GARDEN CITY SUMMIT, UT US",2024,,37,37,99,99,204,,14,229,65,92,0,-9,74,,1,89,29,28,22,20,15,29,22,22,13,13,9521,9521,28.05,,39.2,52.2,26.1,,,,
USS0011H07S,"GARDEN CITY SUMMIT, UT US",2025,,13,13,89,89,198,,18,216,63,90,0,-15,69,,1,87,30,27,23,14,14,27,27,23,11,11,9455,9455,29.66,,40,52.1,27.8,,,,
USS0011J65S,"MILL D NORTH, UT US",2022,,151,151,114,114,211,,6,199,77,74,0,-5,65,,1.9,87,22,22,22,16,16,30,24,24,20,16,8818,8818,38.36,,40.7,49.4,32,,,,
USS0011J65S,"MILL D NORTH, UT US",2023,,72,72,126,126,228,,6,180,86,42,0,-9,155,,1.4,81,30,25,-1,-1,-1,31,25,18,18,13,9380,9380,53.88,,39.8,48.3,31.3,,,,
USS0011J65S,"MILL D NORTH, UT US",2024,,138,138,129,129,217,,0,188,74,72,0,2,87,,1.3,83,32,28,24,17,16,24,24,23,17,15,8743,8743,43.73,,42,50.3,33.9,,,,
USS0011J65S,"MILL D NORTH, UT US",2025,,97,97,118,118,170,,5,166,69,70,0,-8,85,,1.1,83,31,27,23,16,13,29,22,22,15,15,8411,8411,31.64,,42.3,49.8,34.7,,,,
USC00426640,"PARIA RANGER STATION, UT US",2022,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,0,,,,,,,
USC00426640,"PARIA RANGER STATION, UT US",2024,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
USC00426640,"PARIA RANGER STATION, UT US",2025,,,,,,0,0,,,,,,,0,0.1,,,,,,,,,,,,,,,,0.2,,,,,,,
USR0000KANE,"KANE GULCH BLANDING 23 WSW, UT US",2022,,820,820,,,,,0,163,5,161,41,1,,,,99,30,27,24,16,16,29,28,21,20,16,5844,5844,,,50.5,64.6,36.4,,,,
USR0000KANE,"KANE GULCH BLANDING 23 WSW, UT US",2023,,595,595,,,,,1,160,10,164,34,0,,,,100,28,28,21,10,10,31,28,20,20,15,6524,6524,,,49.5,63.6,35.4,,,,
USR0000KANE,"KANE GULCH BLANDING 23 WSW, UT US",2024,,907,907,,,,,3,168,4,170,49,-5,,,,99,32,26,24,19,14,31,26,16,16,16,5754,5754,,,51.8,65.8,37.9,,,,
USR0000KANE,"KANE GULCH BLANDING 23 WSW, UT US",2025,,737,737,,,,,2,150,3,164,44,-4,,,,97,29,27,15,15,15,26,26,24,14,14,5638,5638,,,52.1,66.8,37.5,,,,
US1UTSL0025,"COTTONWOOD HEIGHTS 1.6 SE, UT US",2022,,,,94,47,,,,,,,,,,,1.28,,,,,,,,,,,,,,20.52,,,,,,,,
US1UTSL0025,"COTTONWOOD HEIGHTS 1.6 SE, UT US",2023,,,,126,61,,,,,,,,,,,1.18,,,,,,,,,,,,,,26.83,,,,,,,,
US1UTSL0025,"COTTONWOOD HEIGHTS 1.6 SE, UT US",2025,,,,88,39,,,,,,,,,,,1.13,,,,,,,,,,,,,,19.02,,,,,,,,
US1UTDV0042,"CLINTON 0.9 WNW, UT US",2022,,,,80,30,,,,,,,,,,,0.92,,,,,,,,,,,,,,10.44,,,,,,,,
US1UTDV0042,"CLINTON 0.9 WNW, UT US",2023,,,,126,55,,,,,,,,,,,0.98,,,,,,,,,,,,,,18.57,,,,,,,,
US1UTDV0042,"CLINTON 0.9 WNW, UT US",2024,,,,103,50,,,,,,,,,,,0.96,,,,,,,,,,,,,,17.4,,,,,,,,
US1UTDV0042,"CLINTON 0.9 WNW, UT US",2025,,,,84,36,,,,,,,,,,,1.18,,,,,,,,,,,,,,13.56,,,,,,,,
USR0000ASSA,"ASSAY HATCH 10 SW, UT US",2022,,221,221,,,,,3,191,27,120,0,-5,,,,89,30,22,22,18,15,28,28,23,11,11,7011,7011,,,45.2,58.1,32.4,,,,
USR0000ASSA,"ASSAY HATCH 10 SW, UT US",2023,,160,160,,,,,3,180,35,91,3,-5,,,,93,30,28,24,20,15,30,27,24,17,7,8157,8157,,,43.7,56.1,31.3,,,,
USR0000ASSA,"ASSAY HATCH 10 SW, UT US",2024,,253,253,,,,,0,188,15,132,4,1,,,,92,26,26,23,18,16,32,26,21,20,14,7091,7091,,,46.8,59.5,34.1,,,,
USR0000ASSA,"ASSAY HATCH 10 SW, UT US",2025,,195,195,,,,,3,159,14,121,2,-2,,,,91,29,28,23,19,11,28,28,23,17,16,6698,6698,,,47.4,60.3,34.6,,,,
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",2022,,92,92,83,83,184,,5,196,59,84,0,-2,42,,1.3,86,27,27,19,19,15,31,26,23,17,7,8468,8468,21.56,,41.4,51.9,30.8,,,,
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",2023,,34,34,91,91,180,,5,183,61,59,0,-7,71,,1.4,84,29,18,18,18,12,29,25,22,15,15,9110,9110,27.06,,40.8,50.8,30.8,,,,
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",2024,,64,64,98,98,201,,0,195,44,93,0,4,57,,1.4,84,31,25,18,18,15,27,27,22,17,15,8254,8254,27.76,,42.7,52.8,32.6,,,,
USS0010K02S,"WHITE RIVER NUMBER 1, UT US",2025,,42,42,75,75,168,,2,168,41,83,0,-4,43,,1.6,84,31,28,23,18,15,30,27,24,12,12,8052,8052,19.36,,43.7,54,33.4,,,,
US1UTWS0006,"HEBER CITY 2.4 SSE, UT US",2022,,,,78,38,,,,,,,,,,,1.1,,,,,,,,,,,,,,13.47,,,,,,,,
US1UTWS0006,"HEBER CITY 2.4 SSE, UT US",2023,,,,118,67,,,,,,,,,,,1.98,,,,,,,,,,,,,,22.84,,,,,,,,
US1UTWS0006,"HEBER CITY 2.4 SSE, UT US",2025,,,,72,29,,,,,,,,,,,1.35,,,,,,,,,,,,,,10.99,,,,,,,,
USS0011K39S,"PICKLE KEG, UT US",2022,,,,84,84,192,,,,,,,,40,,1.2,,,,,,,,,,,,,,26.06,,,,,,,,
USS0011K39S,"PICKLE KEG, UT US",2023,,59,59,99,99,189,,4,174,69,50,0,-5,78,,1.4,83,29,27,24,14,14,31,24,24,14,14,9124,9124,31.15,,40.9,49.7,32.1,,,,
USS0011K39S,"PICKLE KEG, UT US",2024,,87,87,105,105,203,,0,187,51,86,0,1,51,,2.7,82,31,23,23,19,16,28,26,16,16,15,8229,8229,34.55,,43.1,52,34.1,,,,
USS0011K39S,"PICKLE KEG, UT US",2025,,66,66,74,74,162,,2,156,47,76,0,-4,58,,1.2,82,29,27,24,18,10,29,24,14,14,14,7861,7861,20.63,,43.8,52.8,34.8,,,,
US1UTWS0008,"HEBER CITY 10.1 ESE, UT US",2022,,,,116,57,205,54,,,,,,,48,12,1.18,,,,,,,,,,,,,,26.33,231.5,,,,,,,
US1UTWS0008,"HEBER CITY 10.1 ESE, UT US",2023,,,,147,85,212,66,,,,,,,102,18,1.88,,,,,,,,,,,,,,35.93,298.8,,,,,,,
US1UTWS0008,"HEBER CITY 10.1 ESE, UT US",2025,,,,110,55,170,43,,,,,,,46,11,1.12,,,,,,,,,,,,,,20.87,167.2,,,,,,,
USW00093141,"PRICE CARBON CO AIRPORT, UT US",2022,7.4,962,962,50,23,,,1,164,20,160,55,-1,,,0.64,98,32,26,21,18,15,32,19,19,19,14,6197,6197,6.4,,50,63.1,37,60,240,40,65.1
USW00093141,"PRICE CARBON CO AIRPORT, UT US",2023,6.5,,,72,37,,,,,,,,,,,1.21,,,,,,,,,,,,6856,6856,10.8,,,,,280,280,40,61.1
USW00093141,"PRICE CARBON CO AIRPORT, UT US",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093141,"PRICE CARBON CO AIRPORT, UT US",2025,,864,864,33,11,,,0,131,7,154,57,2,,,1.34,99,31,28,20,20,15,30,21,21,19,10,,,4.43,,52.6,65.6,39.5,,,,
US1UTBE0008,"GARLAND 1.0 SE, UT US",2022,,,,74,37,,,,,,,,,,,2.95,,,,,,,,,,,,,,15.86,,,,,,,,
US1UTBE0008,"GARLAND 1.0 SE, UT US",2023,,,,125,68,,,,,,,,,,,1.44,,,,,,,,,,,,,,25.49,,,,,,,,
US1UTBE0008,"GARLAND 1.0 SE, UT US",2024,,,,110,52,,,,,,,,,,,0.85,,,,,,,,,,,,,,18.09,,,,,,,,
US1UTBE0008,"GARLAND 1.0 SE, UT US",2025,,,,79,33,,,,,,,,,,,1.17,,,,,,,,,,,,,,15.23,,,,,,,,
USC00422578,"EPHRAIM, UT US",2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,
USC00422578,"EPHRAIM, UT US",2023,,454,454,,,,,17,198,36,168,44,-12,,,,103,31,27,15,15,15,31,27,24,18,14,7580,7580,,,46.2,62.3,30.1,,,,
USC00422578,"EPHRAIM, UT US",2024,,671,671,,,,,2,187,5,164,67,-6,,,,103,32,26,23,16,16,28,28,23,19,15,6370,6370,,,49.5,65.9,33.1,,,,
USC00422578,"EPHRAIM, UT US",2025,,541,541,70,29,,,2,187,6,171,75,-4,,,0.73,101,27,27,24,18,16,31,26,24,20,16,6145,6145,7.63,,50.1,68,32.3,,,,
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",2022,7.8,1909,1909,86,36,46,13,0,119,15,170,86,9,7,6.9,0.76,107,32,26,21,15,15,30,20,20,16,12,5130,5130,12.61,43.1,55.8,66.4,45.1,270,270,45,67.1
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",2023,7.8,1588,1588,105,46,28,16,0,114,9,173,52,9,9,11.5,1.31,106,32,25,22,,,32,27,19,19,10,5238,5238,17.68,66.1,55.5,65.3,45.6,260,320,45,69.1
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",2024,8.1,1792,1792,88,45,13,10,0,91,2,171,80,14,3,3.9,1.08,106,30,25,23,,,32,26,20,15,15,4647,4647,14.81,26.3,57.4,68,46.7,180,180,46.1,67.1
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",2025,,1671,1671,75,36,9,7,0,82,5,166,74,15,2,3.3,2.47,104,30,28,22,,,32,25,17,17,15,4562,4562,14.22,16.1,57.7,68.1,47.3,,,,
USW00024126,"OGDEN HINKLEY AIRPORT, UT US",2022,6.9,1620,1620,76,37,,,0,126,19,166,80,5,,,0.67,105,32,27,23,19,8,28,26,16,16,12,5302,5302,11.45,,54.1,65.3,42.9,170,360,42.9,57.9
USW00024126,"OGDEN HINKLEY AIRPORT, UT US",2023,6.9,1382,1382,106,49,,,1,122,13,167,48,-1,,,1.05,105,32,27,22,19,,31,20,20,19,15,5673,5673,18.24,,53.9,63.9,43.8,210,220,42.9,61.1
USW00024126,"OGDEN HINKLEY AIRPORT, UT US",2024,7.2,1775,1775,84,47,,,0,84,5,171,82,6,,,1.31,106,29,27,23,,,32,25,21,19,6,4762,4762,17.19,,57,67.6,46.4,180,180,49,78.1
USW00024126,"OGDEN HINKLEY AIRPORT, UT US",2025,,1300,1300,73,41,,,0,84,4,158,60,11,,,1.49,100,31,27,22,19,,30,25,23,17,13,4679,4679,14.26,,55.9,66.4,45.4,,,,
US1UTUT0032,"OREM 1.4 ESE, UT US",2023,,,,111,54,,,,,,,,,,,1.27,,,,,,,,,,,,,,21.96,,,,,,,,
US1UTUT0032,"OREM 1.4 ESE, UT US",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44,,,,,,,,
US1UTUT0032,"OREM 1.4 ESE, UT US",2025,,,,77,28,,,,,,,,,,,0.87,,,,,,,,,,,,,,12.12,,,,,,,,
USR0000BLAC,"BLACK CEDAR FILMORE 5 E UTAH, UT US",2022,,987,987,,,,,0,157,14,159,41,1,,,,99,31,23,23,20,15,31,27,14,14,14,5917,5917,,,50.5,63.4,37.6,,,,
USR0000BLAC,"BLACK CEDAR FILMORE 5 E UTAH, UT US",2023,,683,683,,,,,1,152,21,153,28,-5,,,,99,31,26,19,19,16,29,23,23,13,13,6370,6370,,,50.1,62.3,37.8,,,,
USR0000BLAC,"BLACK CEDAR FILMORE 5 E UTAH, UT US",2024,,1104,1104,,,,,0,146,8,159,45,7,,,,101,29,21,21,18,15,30,27,23,18,13,5678,5678,,,52.4,64.6,40.2,,,,
USR0000BLAC,"BLACK CEDAR FILMORE 5 E UTAH, UT US",2025,,954,954,,,,,0,122,10,156,42,3,,,,98,32,26,24,15,15,32,17,17,17,12,5587,5587,,,53.2,65.8,40.6,,,,
USR0000TELE,"TELEGRAPH FLAT KANAB 17 E UTA, UT US",2022,,1068,1068,,,,,0,161,4,184,63,5,,,,101,32,28,23,18,14,32,27,21,17,10,5162,5162,,,53.1,68,38.2,,,,
USR0000TELE,"TELEGRAPH FLAT KANAB 17 E UTA, UT US",2023,,661,661,,,,,1,159,4,179,49,-3,,,,104,31,25,22,20,15,31,27,24,19,14,5878,5878,,,51.2,65.8,36.5,,,,
USR0000TELE,"TELEGRAPH FLAT KANAB 17 E UTA, UT US",2024,,1152,1152,,,,,0,146,2,183,84,10,,,,103,27,27,21,20,16,29,22,22,19,16,5094,5094,,,54.1,69.4,38.9,,,,
USR0000TELE,"TELEGRAPH FLAT KANAB 17 E UTA, UT US",2025,,856,856,,,,,1,133,1,183,62,0,,,,102,32,28,21,17,15,28,28,22,18,8,5199,5199,,,54,69.5,38.6,,,,
US1UTBE0002,"BRIGHAM CITY 1.2 N, UT US",2022,,,,84,47,,,,,,,,,,,1.37,,,,,,,,,,,,,,19.3,,,,,,,,
US1UTBE0002,"BRIGHAM CITY 1.2 N, UT US",2023,,,,114,59,,,,,,,,,,,2.47,,,,,,,,,,,,,,29.16,,,,,,,,
US1UTBE0002,"BRIGHAM CITY 1.2 N, UT US",2024,,,,96,63,,,,,,,,,,,1.36,,,,,,,,,,,,,,24.26,,,,,,,,
USC00421260,"CEDAR CITY 5 E, UT US",2022,,565,565,61,38,51,19,4,170,20,160,20,-2,14,9.5,1.57,94,27,27,16,16,16,32,28,21,18,16,6055,6055,15,46.6,48.8,62.4,35.2,,,,
USC00421260,"CEDAR CITY 5 E, UT US",2023,,420,420,73,47,82,26,3,164,24,149,17,-11,16,15.5,2.04,97,27,27,19,19,13,32,28,23,20,12,6854,6854,21.04,105.2,48.1,60.7,35.5,,,,
USC00421260,"CEDAR CITY 5 E, UT US",2024,,708,708,70,37,51,19,0,153,6,161,25,6,10,6,1.06,97,30,27,24,14,14,31,26,23,20,15,5895,5895,12.88,59.1,51.2,63.9,38.4,,,,
USC00421260,"CEDAR CITY 5 E, UT US",2025,,509,509,51,33,12,7,1,126,10,154,21,0,7,7,2.1,94,31,28,13,13,13,32,26,21,18,8,5623,5623,15.11,23.4,51.4,64.6,38.2,,,,
US1UTSL0035,"HOLLADAY 0.5 ESE, UT US",2022,,,,86,49,49,15,,,,,,,14,5.7,1.07,,,,,,,,,,,,,,18.59,48,,,,,,,
US1UTSL0035,"HOLLADAY 0.5 ESE, UT US",2023,,,,119,67,85,27,,,,,,,15,12.1,0.99,,,,,,,,,,,,,,24.26,86.7,,,,,,,
US1UTSL0035,"HOLLADAY 0.5 ESE, UT US",2024,,,,105,60,27,12,,,,,,,8,5,1.47,,,,,,,,,,,,,,21.02,30.8,,,,,,,
US1UTSL0035,"HOLLADAY 0.5 ESE, UT US",2025,,,,85,39,,8,,,,,,,,6.3,0.95,,,,,,,,,,,,,,18.08,32,,,,,,,
USC00424755,"KODACHROME BASIN PARK, UT US",2022,,684,684,36,24,22,6,14,194,4,191,60,-11,3,6.1,0.56,99,32,28,23,20,13,32,26,23,18,10,6034,6034,7.1,18.8,49.8,68.7,30.8,,,,
USC00424755,"KODACHROME BASIN PARK, UT US",2023,,,,,,33,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
USC00424755,"KODACHROME BASIN PARK, UT US",2024,,718,718,43,33,7,5,4,180,0,194,83,-8,4,4.8,1.2,102,31,27,11,11,11,26,26,24,18,16,,,9.78,13,51.3,70.9,31.7,,,,
USC00424755,"KODACHROME BASIN PARK, UT US",2025,,588,588,45,29,4,3,9,177,0,195,64,-9,5,5.3,1.5,102,32,25,21,15,15,27,27,21,18,14,5485,5485,11.19,10,52,71.4,32.5,,,,
USR0000BRUN,"BRUIN POINT SUNNYSIDE 6 NNE U, UT US",2023,,31,31,,,,,13,198,98,50,0,-10,,,,84,31,26,22,17,9,31,27,24,19,13,,,,,38,48.1,27.9,,,,
USR0000BRUN,"BRUIN POINT SUNNYSIDE 6 NNE U, UT US",2024,,47,47,,,,,3,208,70,89,0,-1,,,,85,29,28,14,14,14,29,26,23,13,13,9039,9039,,,40.5,51.3,29.6,,,,
USR0000BRUN,"BRUIN POINT SUNNYSIDE 6 NNE U, UT US",2025,,44,44,,,,,10,203,56,78,0,-9,,,,86,30,28,23,19,15,26,26,21,19,9,8859,8859,,,41.4,52.3,30.5,,,,
USS0012M26S,"AGUA CANYON, UT US",2022,,160,160,65,65,156,,0,164,26,85,0,2,31,,1.4,85,29,19,19,19,14,29,28,13,13,13,6879,6879,18.17,,45.6,55.2,36,,,,
USS0012M26S,"AGUA CANYON, UT US",2023,,162,162,92,92,159,,0,160,44,59,0,3,65,,1.7,87,31,18,18,18,13,31,27,22,18,14,7990,7990,23.85,,44.3,53.1,35.5,,,,
USS0012M26S,"AGUA CANYON, UT US",2024,,195,195,79,79,154,,0,151,18,110,0,7,40,,1.5,88,26,26,22,19,15,31,27,21,17,16,6956,6956,20.74,,47.2,56.3,38,,,,
USS0012M26S,"AGUA CANYON, UT US",2025,,189,189,66,66,93,,0,117,16,94,0,4,13,,1.2,85,28,26,18,18,15,29,27,20,20,11,6523,6523,17.65,,47.8,57.2,38.5,,,,
USC00420688,"BIG WATER, UT US",2022,,,,41,20,0,1,,,,,,,0,1.9,1.9,,,,,,,,,,,,4194,4194,7.28,2.2,,,,,,,
USC00420688,"BIG WATER, UT US",2023,,1564,1564,,,1,3,0,127,0,196,76,16,2,3,,109,28,28,24,20,,30,28,24,18,16,,,7.11,7,57.1,70.8,43.3,,,,
USC00420688,"BIG WATER, UT US",2024,,,,,,3,1,,,,,,,1,1,,,,,,,,,,,,,3883,3883,,2.7,,,,,,,
USC00420688,"BIG WATER, UT US",2025,,1975,1975,,,,,0,80,0,202,107,9,,,,108,32,25,23,,,30,28,20,20,12,,,,,60.2,74,46.4,,,,
USC00421259,"CEDAR CITY, UT US",2022,,970,970,58,35,43,18,0,152,16,169,32,4,9,7.4,1.05,98,31,21,21,15,15,31,28,22,20,10,5575,5575,11.07,53.5,51.4,63.9,39,,,,
USC00421259,"CEDAR CITY, UT US",2023,,704,704,77,44,65,18,2,148,20,165,23,-4,13,14.8,1.04,100,32,21,21,19,15,32,25,24,15,15,6168,6168,14.66,78.9,50.8,62.4,39.3,,,,
USC00421259,"CEDAR CITY, UT US",2024,,1175,1175,63,29,34,13,0,144,6,169,46,10,10,6.8,1.29,102,30,28,22,20,15,31,25,22,19,14,5355,5355,10.4,46.7,53.7,65.8,41.6,,,,
USC00421259,"CEDAR CITY, UT US",2025,,936,936,61,33,15,9,0,111,6,163,29,5,5,4.8,1.18,98,32,27,17,17,14,31,25,22,19,8,5106,5106,13.19,26.9,54.1,66.3,41.8,,,,
USC00422864,"FLAMING GORGE, UT US",2022,,,,,,,20,,,,,,,,9,,,,,,,,,,,,,,,13.98,65.7,,,,,,,
USC00422864,"FLAMING GORGE, UT US",2023,,262,262,,,,,20,197,56,138,16,-17,,,,99,29,28,18,18,8,31,26,23,16,16,,,,,42.7,57.2,28.2,,,,
USC00422864,"FLAMING GORGE, UT US",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,7121,7121,13.73,,,,,,,,
USC00422864,"FLAMING GORGE, UT US",2025,,,,46,40,,5,,,,,,,,4,0.5,,,,,,,,,,,,,,7.2,14.1,,,,,,,
USS0011J23S,"DANIELS STRAWBERRY, UT US",2022,3.4,46,46,101,101,183,,13,214,74,98,0,-8,52,,1.5,87,31,26,19,19,15,28,25,22,20,14,8993,8993,28.44,,39.5,52,27,,,,
USS0011J23S,"DANIELS STRAWBERRY, UT US",2023,3.4,30,30,110,110,200,,11,201,80,66,0,-11,86,,1.6,88,30,26,12,12,12,29,26,24,17,15,9841,9841,32.48,,38.6,50.5,26.7,,,,
USS0011J23S,"DANIELS STRAWBERRY, UT US",2024,3.4,65,65,128,128,201,,1,214,57,107,0,0,59,,0.9,88,29,27,23,15,15,26,26,23,18,11,8932,8932,28.92,,41,53.3,28.8,,,,
USS0011J23S,"DANIELS STRAWBERRY, UT US",2025,,26,26,100,100,156,,9,191,43,89,0,-8,52,,1.1,86,29,26,21,15,15,31,25,24,11,11,8632,8632,23.24,,42.2,54.1,30.2,,,,
USS0013M05S,"KOLOB, UT US",2022,,9,9,66,66,195,,0,187,43,46,0,1,66,,1.9,80,26,26,18,18,16,30,28,23,19,11,8232,8232,24.87,,41.6,51,32.3,,,,
USS0013M05S,"KOLOB, UT US",2023,,,,92,92,192,,,,,,,,133,,2.9,,,,,,,,,,,,,,43.69,,,,,,,,
USS0013M05S,"KOLOB, UT US",2024,,25,25,88,88,199,,0,184,38,78,0,5,67,,1.7,82,28,28,24,18,15,31,26,19,19,12,8289,8289,24.14,,43,52.4,33.7,,,,
USS0013M05S,"KOLOB, UT US",2025,,9,9,68,68,175,,0,146,33,54,0,4,56,,2.2,81,30,24,24,18,11,29,26,19,19,12,7872,7872,27.96,,43.5,52.8,34.2,,,,
